,Agency,Compound,Date,Negative,Neutral,Positive,Tweets Ago
413,@nytimes,0.0,Mon Oct 01 23:35:07 +0000 2018,1.0,0.0,0.0,15
414,@nytimes,-0.4588,Mon Oct 01 23:23:44 +0000 2018,0.846,0.154,0.0,16
415,@nytimes,0.0,Mon Oct 01 23:17:01 +0000 2018,1.0,0.0,0.0,17
416,@nytimes,0.7096,Mon Oct 01 23:02:07 +0000 2018,0.688,0.0,0.312,18
417,@nytimes,0.032,Mon Oct 01 22:52:02 +0000 2018,0.729,0.153,0.118,19
418,@nytimes,0.0,Mon Oct 01 22:47:00 +0000 2018,1.0,0.0,0.0,20
419,@nytimes,0.0,Mon Oct 01 22:32:01 +0000 2018,1.0,0.0,0.0,21
420,@nytimes,0.0,Mon Oct 01 22:17:04 +0000 2018,1.0,0.0,0.0,22
421,@nytimes,-0.1901,Mon Oct 01 22:06:42 +0000 2018,0.873,0.127,0.0,23
422,@nytimes,-0.1779,Mon Oct 01 22:05:09 +0000 2018,0.769,0.13,0.101,24
423,@nytimes,-0.0516,Mon Oct 01 22:01:30 +0000 2018,0.934,0.066,0.0,25
424,@nytimes,0.0,Mon Oct 01 21:59:07 +0000 2018,1.0,0.0,0.0,26
425,@nytimes,0.0,Mon Oct 01 21:56:03 +0000 2018,1.0,0.0,0.0,27
426,@nytimes,0.0772,Mon Oct 01 21:53:36 +0000 2018,0.73,0.107,0.163,28
427,@nytimes,0.3506,Mon Oct 01 21:51:39 +0000 2018,0.798,0.072,0.13,29
428,@nytimes,0.0,Mon Oct 01 21:46:39 +0000 2018,1.0,0.0,0.0,30
429,@nytimes,0.34,Mon Oct 01 21:39:45 +0000 2018,0.897,0.0,0.103,31
430,@nytimes,-0.5106,Mon Oct 01 21:34:58 +0000 2018,0.858,0.142,0.0,32
431,@nytimes,-0.4404,Mon Oct 01 21:30:57 +0000 2018,0.861,0.139,0.0,33
432,@nytimes,0.0,Mon Oct 01 21:20:08 +0000 2018,1.0,0.0,0.0,34
433,@nytimes,0.0,Mon Oct 01 21:08:04 +0000 2018,1.0,0.0,0.0,35
434,@nytimes,-0.765,Mon Oct 01 20:58:02 +0000 2018,0.703,0.297,0.0,36
435,@nytimes,0.4404,Mon Oct 01 20:48:05 +0000 2018,0.884,0.0,0.116,37
436,@nytimes,0.7096,Mon Oct 01 20:38:06 +0000 2018,0.731,0.0,0.269,38
437,@nytimes,0.0516,Mon Oct 01 20:28:01 +0000 2018,0.943,0.0,0.057,39
438,@nytimes,-0.7096,Mon Oct 01 20:18:06 +0000 2018,0.667,0.276,0.058,40
439,@nytimes,0.0772,Mon Oct 01 20:08:18 +0000 2018,0.717,0.117,0.166,41
440,@nytimes,-0.6249,Mon Oct 01 19:58:03 +0000 2018,0.843,0.157,0.0,42
441,@nytimes,0.0,Mon Oct 01 19:48:07 +0000 2018,1.0,0.0,0.0,43
442,@nytimes,-0.7783,Mon Oct 01 19:38:03 +0000 2018,0.755,0.245,0.0,44
443,@nytimes,-0.802,Mon Oct 01 19:28:04 +0000 2018,0.613,0.387,0.0,45
444,@nytimes,-0.4767,Mon Oct 01 19:18:05 +0000 2018,0.797,0.143,0.06,46
445,@nytimes,0.3182,Mon Oct 01 19:08:03 +0000 2018,0.859,0.0,0.141,47
446,@nytimes,-0.6604,Mon Oct 01 18:58:05 +0000 2018,0.803,0.197,0.0,48
447,@nytimes,-0.8402,Mon Oct 01 18:48:06 +0000 2018,0.667,0.333,0.0,49
448,@nytimes,0.0,Mon Oct 01 18:40:12 +0000 2018,1.0,0.0,0.0,50
449,@nytimes,0.0,Mon Oct 01 18:28:06 +0000 2018,1.0,0.0,0.0,51
450,@nytimes,0.3254,Mon Oct 01 18:17:50 +0000 2018,0.896,0.0,0.104,52
451,@nytimes,0.0,Mon Oct 01 18:15:05 +0000 2018,1.0,0.0,0.0,53
452,@nytimes,0.765,Mon Oct 01 18:08:05 +0000 2018,0.708,0.0,0.292,54
453,@nytimes,0.25,Mon Oct 01 17:58:03 +0000 2018,0.889,0.0,0.111,55
454,@nytimes,0.0,Mon Oct 01 17:48:08 +0000 2018,1.0,0.0,0.0,56
455,@nytimes,-0.6249,Mon Oct 01 17:38:04 +0000 2018,0.843,0.157,0.0,57
456,@nytimes,0.0,Mon Oct 01 17:28:02 +0000 2018,1.0,0.0,0.0,58
457,@nytimes,0.0772,Mon Oct 01 17:18:03 +0000 2018,0.939,0.0,0.061,59
458,@nytimes,-0.3612,Mon Oct 01 17:08:03 +0000 2018,0.884,0.116,0.0,60
459,@nytimes,-0.0772,Mon Oct 01 16:58:05 +0000 2018,0.909,0.091,0.0,61
460,@nytimes,-0.0772,Mon Oct 01 16:48:03 +0000 2018,0.578,0.217,0.206,62
461,@nytimes,-0.2732,Mon Oct 01 16:38:02 +0000 2018,0.896,0.104,0.0,63
462,@nytimes,0.0,Mon Oct 01 16:31:11 +0000 2018,1.0,0.0,0.0,64
463,@nytimes,0.5574,Mon Oct 01 16:28:03 +0000 2018,0.816,0.0,0.184,65
464,@nytimes,-0.9149,Mon Oct 01 16:18:05 +0000 2018,0.385,0.615,0.0,66
465,@nytimes,-0.5233,Mon Oct 01 16:08:04 +0000 2018,0.597,0.403,0.0,67
466,@nytimes,0.6249,Mon Oct 01 15:56:01 +0000 2018,0.779,0.0,0.221,68
467,@nytimes,-0.6808,Mon Oct 01 15:48:04 +0000 2018,0.781,0.219,0.0,69
468,@nytimes,-0.3818,Mon Oct 01 15:35:57 +0000 2018,0.843,0.157,0.0,70
469,@nytimes,0.3612,Mon Oct 01 15:28:06 +0000 2018,0.898,0.0,0.102,71
470,@nytimes,-0.34,Mon Oct 01 15:18:06 +0000 2018,0.861,0.139,0.0,72
471,@nytimes,0.4939,Mon Oct 01 15:10:28 +0000 2018,0.824,0.0,0.176,73
472,@nytimes,-0.4404,Mon Oct 01 15:08:17 +0000 2018,0.879,0.121,0.0,74
473,@nytimes,0.296,Mon Oct 01 14:58:00 +0000 2018,0.872,0.0,0.128,75
474,@nytimes,0.0,Mon Oct 01 14:48:03 +0000 2018,1.0,0.0,0.0,76
475,@nytimes,0.0,Mon Oct 01 14:38:02 +0000 2018,1.0,0.0,0.0,77
476,@nytimes,-0.25,Mon Oct 01 14:28:02 +0000 2018,0.787,0.13,0.083,78
477,@nytimes,0.0,Mon Oct 01 14:18:04 +0000 2018,1.0,0.0,0.0,79
478,@nytimes,0.3818,Mon Oct 01 14:11:03 +0000 2018,0.625,0.145,0.23,80
479,@nytimes,0.0,Mon Oct 01 14:00:15 +0000 2018,1.0,0.0,0.0,81
480,@nytimes,0.5994,Mon Oct 01 13:50:07 +0000 2018,0.754,0.0,0.246,82
481,@nytimes,-0.5574,Mon Oct 01 13:40:05 +0000 2018,0.833,0.167,0.0,83
482,@nytimes,0.0,Mon Oct 01 13:31:04 +0000 2018,1.0,0.0,0.0,84
483,@nytimes,-0.1531,Mon Oct 01 13:20:02 +0000 2018,0.914,0.086,0.0,85
484,@nytimes,-0.3612,Mon Oct 01 13:11:06 +0000 2018,0.884,0.116,0.0,86
485,@nytimes,0.0,Mon Oct 01 13:00:15 +0000 2018,1.0,0.0,0.0,87
486,@nytimes,-0.7096,Mon Oct 01 12:50:08 +0000 2018,0.803,0.197,0.0,88
487,@nytimes,0.0,Mon Oct 01 12:30:04 +0000 2018,1.0,0.0,0.0,89
488,@nytimes,-0.296,Mon Oct 01 12:21:02 +0000 2018,0.896,0.104,0.0,90
489,@nytimes,-0.2263,Mon Oct 01 12:20:05 +0000 2018,0.917,0.083,0.0,91
490,@nytimes,-0.2732,Mon Oct 01 12:10:07 +0000 2018,0.9,0.1,0.0,92
491,@nytimes,0.0,Mon Oct 01 12:00:02 +0000 2018,1.0,0.0,0.0,93
492,@nytimes,0.1531,Mon Oct 01 11:50:08 +0000 2018,0.664,0.177,0.159,94
493,@nytimes,0.4215,Mon Oct 01 11:40:06 +0000 2018,0.865,0.0,0.135,95
494,@nytimes,0.5106,Mon Oct 01 11:31:07 +0000 2018,0.858,0.0,0.142,96
495,@nytimes,0.3699,Mon Oct 01 11:20:06 +0000 2018,0.768,0.087,0.146,97
496,@nytimes,-0.128,Mon Oct 01 11:11:04 +0000 2018,0.919,0.081,0.0,98
497,@nytimes,0.0,Mon Oct 01 11:00:14 +0000 2018,1.0,0.0,0.0,99
498,@nytimes,-0.5859,Mon Oct 01 10:44:02 +0000 2018,0.615,0.27,0.115,100
499,@nytimes,-0.5574,Mon Oct 01 10:30:03 +0000 2018,0.625,0.263,0.113,101
